,GDPC1,GDP_Change,LN_GDP,GDP_Growth,GDP_Growth_1Q_Ann,GDP_Growth_2Q_Ann,GDP_Growth_3Q_Ann,GDP_Growth_4Q_Ann,GDP_Growth_5Q_Ann,GDP_Growth_6Q_Ann,GDP_Growth_7Q_Ann,GDP_Growth_8Q_Ann,RSPREAD
1966-04-30,4219.097,17.20600000000013,8.347376403090193,0.004086462050253203,1.6345848201012814,5.696051960106985,6.905325933183804,7.189662045740874,6.838001999092143,7.322611976458523,6.4787902854509944,6.343525486580059,0.19333333333333302
1966-07-31,4249.152,30.05500000000029,8.354474712598057,0.007098309507863831,2.8393238031455326,2.236954311623407,4.743809241119834,5.888825400674236,6.319594397221806,6.1715556331010415,6.68214223741381,6.023856975162811,0.0966666666666667
1966-10-31,4285.582,36.43000000000029,8.363011644445928,0.008536931847871188,3.414772739148475,3.127048271147004,2.629560454131763,4.411550115626994,5.394014868369084,5.8354574542095845,5.777729505393531,6.273721050130643,-0.20666666666666697
1967-01-31,4324.9259999999995,39.34399999999914,8.372150309393016,0.009138664947087705,3.655465978835082,3.5351193589917784,3.30318750704303,2.8860368353075927,4.260333288268612,5.104256720113417,5.524030100584656,5.512446564573725,0.0700000000000003
1967-04-30,4328.72,3.7940000000007785,8.373027165285455,0.0008768558924394654,0.35074235697578615,2.003104167905434,2.473660358319781,2.565076219526219,2.3789779396412314,3.608734799719808,4.425183239665184,4.877369132633547,1.16
1967-07-31,4366.088,37.36799999999948,8.381622692655734,0.008595527370278688,3.4382109481114753,1.8944766525436307,2.4814730946407813,2.7147980057677046,2.73970316524327,2.5555167743862723,3.584374249490046,4.30181170322097,0.946666666666667
1967-10-31,4401.233,35.14500000000044,8.38964000792275,0.008017315267016656,3.2069261068066623,3.322568527459069,2.3319598039646414,2.6628363476822514,2.813223625975496,2.8175736555038355,2.648575250446328,3.537193231654623,0.890000000000001
1968-01-31,4490.609,89.3760000000002,8.409743606282616,0.020103598359865416,8.041439343946166,5.624182725376414,4.895525466288102,3.7593296889600225,3.7385569469350344,3.6845929123039416,3.5638401824241686,3.3226832621338076,0.56
1968-04-30,4566.442,75.83299999999963,8.426489624857599,0.016746018574982813,6.698407429993125,7.369923386969646,5.9822576269153185,5.346245957214357,4.347145237166643,4.23186536077805,4.115137843402397,3.955661088370288,0.223333333333334
1968-07-31,4599.332,32.89000000000033,8.433666354540815,0.007176729683216365,2.870691873286546,4.784549651639836,5.87017954907528,5.204366188508125,4.851135140428795,4.101069676519961,4.03741200542212,3.9595820971379148,0.263333333333334
1968-10-31,4619.803,20.47099999999955,8.438107342474003,0.004440987933188367,1.776395173275347,2.3235435232809465,3.7818314921850065,4.846733455125296,4.518771985461569,4.338678479236554,3.768973318913587,3.7547849014037737,0.183333333333334
1969-01-31,4691.637,71.83399999999983,8.453536841051584,0.015429498577580247,6.171799431032099,3.974097302153723,3.606295492531331,4.379323476896779,5.111746650306657,4.794276559723325,4.600552900921632,4.069326582928401,0.083333333333333
1969-04-30,4706.684,15.04700000000048,8.456738905091889,0.00320206404030543,1.280825616122172,3.7263125235771355,3.0763400734765396,3.024928023429041,3.759623904741858,4.473259811275909,4.292354996351731,4.185586990321699,0.156666666666668
1969-07-31,4736.143,29.458999999999833,8.46297837036476,0.006239465272871669,2.4957861091486677,1.8883058626354199,3.31613705210098,2.9312015823945714,2.9190996405729663,3.548984272142993,4.190763568114875,4.067783885451348,-0.166666666666667
1969-10-31,4715.469,-20.673999999999978,8.458603659898074,-0.004374710466686693,-1.7498841866746773,0.3729509612369952,0.6755758461987209,2.0496317424070654,1.9949844285807217,2.140935669365026,2.7920030637404687,3.4481825987661807,-0.0566666666666675
1970-01-31,4707.112,-8.356999999999971,8.456829835466904,-0.0017738244311704676,-0.709529772468187,-1.2297069795714322,0.012124050001934469,0.32929944153199386,1.4977994394320149,1.5442320617392369,1.7337263205317097,2.3543114592143866,0.156666666666667
1970-04-30,4715.441,8.328999999999724,8.458597721976918,0.0017678865100148045,0.7071546040059218,-0.0011875842311326323,-0.5840864517123142,0.1858816885029313,0.40487047402677945,1.3660253001943328,1.4246495677773348,1.6054048559659861,1.03666666666667
1970-07-31,4757.213,41.771999999999935,8.467417271549264,0.008819549572345764,3.5278198289383056,2.1174872164721137,1.1751482201586803,0.44389011845034076,0.8542693165900062,0.9253620331787006,1.6748530900149003,1.687545850422456,1.13333333333333
1970-10-31,4708.281,-48.93199999999979,8.457078152240511,-0.010339119308753197,-4.135647723501279,-0.3039139472814867,0.03310890314764947,-0.15255076575630966,-0.4720174499399832,0.02261647657479197,0.20236063936727486,0.9485404883253779,1.5
1971-01-31,4834.349,126.06800000000021,8.483501755595707,0.026423603355196335,10.569441342078534,3.2168968092886274,3.3205378158385206,2.6671920128803706,1.991847655810659,1.3682256820631031,1.5293057430753265,1.4982457272061822,2.17666666666667
1971-04-30,4861.938,27.588999999999942,8.489192402840834,0.005690647245126357,2.2762588980505427,6.422850120064538,2.903350838875933,3.059468086391526,2.589005389914405,2.0392495295173063,1.4979447129184515,1.6226748874472285,1.99666666666667
1971-07-31,4899.95,38.011999999999716,8.496980279965022,0.0077878771241888245,3.11515084967553,2.6957048738630363,5.320283696601535,2.956300841575832,3.0706046390483266,2.6766962998745925,2.1929497181113384,1.7000954800130863,1.47333333333333
1971-10-31,4914.2609999999995,14.310999999999694,8.499896665223764,0.002916385258741272,1.1665541034965088,2.1408524765860193,2.1859879504075272,4.281851298325279,2.5983514939599672,2.753262883123024,2.460961700392009,2.0646502662844846,1.66
1972-01-31,5002.436,88.17500000000018,8.517680272772852,0.017783607549088032,7.113443019635213,4.139998561565861,3.7983826576024176,3.4178517177144485,4.848169642587266,3.350866748239175,3.3761457597676223,3.0425218652974095,2.59666666666667
1972-04-30,5118.278,115.84200000000055,8.540573333337566,0.022893060564713963,9.157224225885585,8.135333622760399,5.812407116339102,5.138093049673209,4.565726219348676,5.566345406470319,4.180346387902948,4.0987805680323675,2.37333333333333
1972-07-31,5165.448,47.17000000000007,8.549747115449554,0.00917378211198816,3.669512844795264,6.413368535340425,6.6467266967720215,5.276683548453143,4.84437700869762,4.416357323589774,5.295369326231025,4.116492195014487,2.07
1972-10-31,5251.226,85.77799999999934,8.566216852132753,0.016469736683198732,6.587894673279493,5.1287037590373785,6.471543914653448,6.632018690898889,5.538925773418413,5.134963286127933,4.72657694497402,5.456934994612084,1.51
1973-01-31,5380.5019999999995,129.27599999999984,8.590536957353043,0.0243201052202906,9.72804208811624,8.157968380697866,6.661816535397,7.2856684580191455,7.251223370342359,6.237111825868051,5.791117400697691,5.351760087866797,0.9033333333333321
1973-04-30,5441.504,61.00200000000041,8.601810772227273,0.011273814874229515,4.509525949691806,7.118784018904023,6.941820903695847,6.123743888970701,6.730439956353678,6.794273800233934,5.990313843557159,5.630918469321955,0.20333333333333303
1973-07-31,5411.935,-29.568999999999505,8.596361978871178,-0.005448793356094939,-2.1795173424379755,1.1650043036269153,4.019350231790024,4.661486342162391,4.4630916426889655,5.245447073221736,5.51230363699509,4.969084945307767,-1.11666666666667
1973-10-31,5462.397,50.461999999999534,8.605642983390831,0.009281004519653635,3.712401807861454,0.7664422327117393,2.0141368050384285,3.942613125807881,4.4716694353022035,4.337976670217714,5.026440606741695,5.287315908353385,-0.746666666666667
1974-01-31,5417.024,-45.37299999999959,8.597301866144669,-0.00834111724616271,-3.336446898465084,0.18797745469818494,-0.6011874776805353,0.6764908791625501,2.486801120953288,3.1703167130076557,3.2416304461201713,3.981079668590848,-0.563333333333333
1974-04-30,5431.265,14.240999999999985,8.599927350805055,0.00262548466038659,1.050193864154636,-1.143126517155224,0.475382924517002,-0.1883421422217424,0.7512314761609673,2.247366578153513,2.867442020314367,2.967700873374479,-0.610000000000001
1974-07-31,5378.679,-52.58600000000024,8.590198083972728,-0.009729266832327,-3.8917067329307997,-1.4207564343880819,-2.0593199224137493,-0.6163894898449485,-0.9290150603635539,-0.022591558687660534,1.370356105141468,2.022548426158721,-0.226666666666667
1974-10-31,5357.166,-21.51299999999992,8.586190382893857,-0.004007701078871051,-1.6030804315484204,-2.74739358223961,-1.4815311001081948,-1.945260049697417,-0.8137276781856428,-1.041359288894365,-0.24837568338205482,0.998676538055232,0.31
1975-01-31,5292.444,-64.72199999999975,8.574035421942176,-0.01215496095168156,-4.861984380672624,-3.232532406110522,-3.4522571817172816,-2.326644420249302,-2.5286049158924584,-1.4884371286001397,-1.5871628734341163,-0.8250767705433759,1.79
1975-04-30,5333.22,40.77599999999984,8.581710462328024,0.00767504038584832,3.070016154339328,-0.8959841131666479,-1.131682885960572,-1.821688847703129,-1.247312305331576,-1.595501404187161,-0.8372295167516444,-1.0050154949624357,2.65666666666667
1975-07-31,5421.357,88.13699999999972,8.598101432100293,0.01639096977226906,6.556387908907624,4.813202031623476,1.5881398941914429,0.7903348127564769,-0.14607349638097844,0.05330439704162397,-0.43094578803076294,0.08697266145576421,1.96666666666667
1975-10-31,5494.446,73.08899999999994,8.611493042828856,0.013391610728563208,5.356644291425283,5.9565161001664535,4.994349451557412,2.5302659934999028,1.7035967084902381,0.7710461349200652,0.8109243819535753,0.29250297190124286,2.4366666666666696
1976-01-31,5618.52,124.07400000000052,8.633823563010573,0.02233052018171655,8.93220807268662,7.144426182055952,6.948413424339843,5.978814106839714,3.8106544093372463,2.9083652691896353,1.936926411743859,1.826084843295206,2.83666666666667
1976-04-30,5660.972,42.451999999999316,8.641350887901835,0.007527324891261955,3.010929956504782,5.971569014595701,5.766594106872229,5.964042557381077,5.3852372767727275,3.6773670005318357,2.9230173673775135,2.071176854838974,2.61666666666667
1976-07-31,5689.755999999999,28.78399999999965,8.646422643951347,0.005071756049511933,2.028702419804773,2.5198161881547776,4.657280149665392,4.832121185105365,5.1769745298658165,4.825814800611402,3.4418434889993983,2.811227998930921,2.58
1976-10-31,5732.4619999999995,42.70600000000013,8.653900385839613,0.0074777418882661095,2.991096755306444,2.5098995875556085,2.6769097105386663,4.240734301075655,4.4639162991455805,4.812661567439255,4.563712222710694,3.385500147287779,2.5166666666666697
1977-01-31,5799.16,66.69800000000032,8.665468358459776,0.011567972620163403,4.627189048065361,3.8091429016859024,3.2156627410588596,3.16447954492034,4.318025250473596,4.491128423965544,4.786165493242984,4.571646825880027,2.72333333333333
1977-04-30,5912.977,113.81700000000001,8.68490470607878,0.01943634761900448,7.774539047601792,6.200864047833576,5.130941616991199,4.355381817694592,4.08649144545663,4.894110883328295,4.960187084485008,5.159712187537835,2.53
1977-07-31,6017.585999999999,104.60899999999947,8.702441461204458,0.017536755125677317,7.014702050270927,7.394620548936359,6.47214338197936,5.601881725311131,4.887245864209859,4.574526546259014,5.197052478605815,5.217001455208248,1.86
1977-10-31,6018.218000000001,0.6320000000014261,8.702546481193249,0.00010501998879064445,0.04200799551625778,3.5283550228935923,4.943749697796326,4.864609535363584,4.489906979352156,4.079706219427592,3.9270238961529054,4.55267191821962,1.48666666666667
1978-01-31,6039.158,20.9399999999996,8.706019877237713,0.003473396044464394,1.3893584177857576,0.7156832066510077,2.815356154524314,4.0551518777936835,4.169559311848019,3.9731488857577566,3.6953708191930446,3.6098157113570117,1.6166666666666698
1978-04-30,6273.963000000001,234.8050000000003,8.744163491379075,0.03814361414136158,15.257445656544633,8.323402037165195,5.562937356615549,5.925878530029394,6.295610633543873,6.017540369297455,5.5851912815844535,5.140630173861993,1.8433333333333302
1978-07-31,6335.316999999999,61.35399999999845,8.753895130966606,0.00973163958753176,3.892655835012704,9.575050745778668,6.846486636447699,5.145366976214838,5.519233991026056,5.895118167122012,5.713985435828205,5.373624350762984,1.17666666666667
1978-10-31,6420.2880000000005,84.97100000000137,8.76721825549092,0.013323124524314167,5.329249809725667,4.610952822369185,8.159783767094336,6.46717742976719,5.182143542917004,5.487569960809324,5.814279830351105,5.665893482565387,0.25
1979-01-31,6433.044,12.755999999999403,8.769203111120238,0.0019848556293169395,0.7939422517267758,3.0615960307262213,3.3386159654883825,6.318323388252445,5.332530394159107,4.450776661051966,4.8170517166546745,5.186737633023064,-0.27666666666666695
1979-04-30,6440.831999999999,7.787999999999556,8.770413003300344,0.0012098921801069196,0.4839568720427678,0.6389495618847718,2.202382977831737,2.6249511921269786,5.151450085010509,4.524434807139718,3.8840881197649377,4.275414861078186,-0.263333333333334
1979-07-31,6487.08,46.2480000000005,8.777567785494034,0.0071547821936892575,2.861912877475703,1.6729348747592354,1.3799373337484155,2.3672654527427284,2.6723435291967235,4.769860550421376,4.286931674330573,3.756316214478783,-0.57
1979-10-31,6503.874,16.79399999999987,8.780153278346267,0.0025854928522335285,1.0341971408934114,1.9480550091845572,1.460022296803961,1.2935022855346645,2.100651790372865,2.3993191311461715,4.236194349060238,3.8803398576509274,-1.3966666666666698
1980-01-31,6524.911999999999,21.037999999999556,8.783382745509911,0.0032294671636439176,1.291786865457567,1.1629920031754892,1.7292989612755607,1.4179634389673623,1.293159201519245,1.9658409695536487,2.2411002360477994,3.8681434136099035,-1.3666666666666698
1980-04-30,6392.578,-132.33399999999892,8.762892908889883,-0.0204898366200279,-8.19593464801116,-3.4520738912767968,-1.9566502138867274,-0.7520094410461198,-0.5048161784283423,-0.28835644006915595,0.5141587384729617,0.9364708755404294,0.859999999999999
1980-07-31,6382.892,-9.686000000000604,8.761376565169313,-0.0015163437205707453,-0.6065374882282981,-4.401236068119729,-2.503561756927297,-1.61912203247212,-0.7229150504825554,-0.5217697300616683,-0.33381087552046196,0.37407171013530416,1.8
1980-10-31,6501.184,118.29200000000037,8.779739593141885,0.01836302797257261,7.345211189029044,3.369336850400373,-0.4857536490701383,-0.04136852043821193,0.17374461182811274,0.6217726561027112,0.6020846869512907,0.6260668825482263,-1.19
1981-01-31,6635.726,134.54199999999946,8.800223360524187,0.020483767382302176,8.19350695292087,7.769359070974957,4.977393551240539,1.684061501427614,1.6056065742336045,1.5103716686769058,1.703448984219591,1.5510124701974881,-1.43
1981-04-30,6587.269,-48.456999999999425,8.792894125821114,-0.00732923470307334,-2.931693881229336,2.6309065358457673,4.202341420240193,3.00012169312307,0.760910424896224,0.8493898316564479,0.875790875833157,1.1240561260384752,-1.15666666666667
1981-07-31,6662.858,75.58899999999994,8.804303800613992,0.011409674792878022,4.563869917151209,0.8160880179609364,3.2752276629475814,4.292723544467947,3.312871337928698,1.3947370069387215,1.3800298438699852,1.3368007559979134,-0.20666666666666697
1981-10-31,6585.1269999999995,-77.73100000000068,8.792568900248048,-0.011734900365944156,-4.693960146377663,-0.06504511461322693,-1.0205947034852634,1.2829307106162702,2.495386806298825,1.978399423877638,0.5249231278935237,0.6207810950890291,2.33666666666667
1982-01-31,6474.973000000001,-110.15399999999863,8.775699716674875,-0.016869183573172464,-6.7476734292689855,-5.720816787823324,-2.2925878861651467,-2.452364384931194,-0.32319011736078096,0.9548767670375232,0.7318175877138344,-0.38415144175178995,1.48
1982-04-30,6510.246999999999,35.27399999999852,8.781132676111113,0.005432959436237894,2.1731837744951576,-2.287244827386914,-3.089483267050497,-1.1761449710000704,-1.5272547530459235,0.09287219794854215,1.1289206252457566,0.9119883610614998,1.51
1982-07-31,6486.8,-23.446999999999207,8.777524621845219,-0.0036080542658947223,-1.443221706357889,0.36498103406863436,-2.0059037870439056,-2.677917876877345,-1.2295603180716341,-1.5132492452645845,-0.126569788380948,0.807402833795301,3.8
1982-10-31,6493.128000000001,6.328000000000429,8.778499665851834,0.000975044006615633,0.3900176026462532,-0.5266020518558179,0.37332655692784067,-1.406923439621366,-2.0643307809726252,-0.959630664618653,-1.241353981277322,-0.06199636450254786,2.76
1983-01-31,6578.175,85.04699999999957,8.791512630226078,0.013012964374244262,5.205185749697705,2.797601676171979,1.3839938819953566,1.5812913551203067,-0.08450160175755173,-0.8527446925275702,-0.07894260543060179,-0.43553651490544354,2.4566666666666697
1983-04-30,6728.286999999999,150.11199999999917,8.814075858293512,0.022563228067433272,9.025291226973309,7.115238488335507,4.873498193105756,3.2943182182398445,3.070091329490907,1.4337972030309252,0.5584032959725554,1.059086623619887,2.14666666666667
1983-07-31,6860.022,131.73500000000058,8.833465927711874,0.019390069418362188,7.756027767344875,8.390659497159092,7.328834914671964,5.5941305866655355,4.186660128060851,3.851080735799902,2.336972997932918,1.4581063548940953,2.48666666666667
1983-10-31,7001.4890000000005,141.46700000000055,8.853878119702689,0.020412191990814677,8.16487679632587,7.960452281835373,8.315398596881352,7.53784538508544,6.1082798285976025,4.849696239438354,4.4673373158750405,3.065460972732037,2.88666666666667
1984-01-31,7140.597,139.10799999999927,8.8735516652836,0.019673545580911167,7.869418232364467,8.017147514345169,7.930107598678405,8.20390350575213,7.604159954541245,6.4018028958920805,5.281085095570656,4.8925974304362185,2.7733333333333303
1984-04-30,7266.01,125.41300000000047,8.890962589053252,0.017410923769652698,6.964369507861079,7.416893870112773,7.666221512183806,7.688673075974073,7.95599670617392,7.497528213427885,6.482169554744795,5.491495647106959,3.40333333333333
1984-07-31,7337.493,71.48300000000017,8.90075251013249,0.009789921079237374,3.9159684316949495,5.440168969778014,6.249918723973499,6.7286582420615915,6.934132147118248,7.282658660427425,6.985876816037465,6.1613944143635635,2.54666666666666
1984-10-31,7396.019,58.52599999999984,8.908697161459909,0.007944651327418839,3.1778605309675356,3.5469144813312425,4.686066156841188,5.481904175722008,6.01849869984278,6.308086877759797,6.696258927647441,6.509874780403724,2.94
1985-01-31,7469.545,73.52599999999984,8.918589365963857,0.009892204503948676,3.9568818015794704,3.567371166273503,3.683570254747319,4.503770068025759,5.1768997008935,5.674895883465562,5.972200438305464,6.3538367868889445,3.4
1985-04-30,7537.928000000001,68.38300000000072,8.927702622176264,0.009113256212406995,3.645302484962798,3.801092143271134,3.593348272503268,3.6740033123011884,4.3320765514131665,4.921633498238384,5.384953969393739,5.681338194137631,3.35333333333333
1985-07-31,7655.196,117.26799999999912,8.943139911944277,0.015437289768012619,6.1749159072050475,4.910109196083923,4.592366731249106,4.238740181178713,4.17418583128196,4.639216444045147,5.100673842376478,5.483699211620152,3.23
1985-10-31,7712.624,57.427999999999884,8.950613745880183,0.007473833935906171,2.9895335743624685,4.582224740783758,4.269917322176772,4.191658442027446,3.988898859815464,3.9767437884620453,4.4035474626619076,4.836781308874727,2.59333333333333
1986-01-31,7784.109,71.48500000000058,8.959839626851046,0.009225880970863187,3.690352388345275,3.3399429813538717,4.284933956637597,4.125026088718897,4.091397231291012,3.939141114570433,3.9358307313025067,4.314398078372328,1.66
1986-04-30,7819.843000000001,35.73400000000038,8.964419756611473,0.0045801297604270985,1.8320519041708394,2.761202146258057,2.837312622292861,3.6717134435209076,3.6664312518092856,3.7148396767709833,3.6381283702276335,3.672858377911048,1.46333333333333
1986-07-31,7898.555,78.71199999999953,8.97443511033238,0.010015353720906006,4.0061414883624025,2.919096696266621,3.1761819269595057,3.1295198388102463,3.7385990524892065,3.7230496245681386,3.7564542212840433,3.6841300099944796,1.78333333333333
1986-10-31,7939.45,40.89499999999953,8.979599282320526,0.005164171988147004,2.0656687952588015,3.035905141810602,2.6346207292640145,2.8985536440343296,2.9167496300999574,3.459777342950806,3.4862809346668047,3.545106043030888,1.91
1987-01-31,7994.965,55.51500000000033,8.986567247522387,0.006967965201861048,2.7871860807444193,2.4264274380016104,2.9529987881218744,2.6727620671341157,2.8762801313763475,2.895155705207368,3.363692876921322,3.3988940779265064,1.6566666666666698
1987-04-30,8084.71,89.74499999999989,8.997729902474891,0.011162654952503459,4.465061981001384,3.6261240308729015,3.1059722856682015,3.3310145863417517,3.0312220499075693,3.141077106313854,3.119428030320799,3.5013640149313296,2.6866666666666696
1987-07-31,8158.035,73.32499999999982,9.006758610135522,0.009028707660631241,3.6114830642524964,4.03827252262694,3.6212437086661002,3.2323499803142752,3.3871082819239007,3.1279322189650576,3.2082779574479456,3.1809349095622608,2.8333333333333304
1987-10-31,8292.687,134.65200000000004,9.023129321064387,0.01637071092886444,6.548284371545776,5.079883717899136,4.874943138933219,4.353003874386019,3.8955368585605754,3.913970963527547,3.6165539550480172,3.6257787592101742,3.26
1988-01-31,8339.324,46.637000000000626,9.02873743691177,0.005608115847383743,2.2432463389534973,4.395765355249637,4.134337924917257,4.217018938938288,3.9310523672995146,3.620155105292729,3.6752960171598255,3.444890503036202,2.6933333333333302
1988-04-30,8449.51,110.1859999999997,9.04186373050416,0.01312629359238926,5.250517436955704,3.7468818879546006,4.680682715818326,4.4133828029268685,4.4237186385417715,4.150963212242213,3.8530640098160114,3.87219869463431,2.7
1988-07-31,8498.282,48.771999999999025,9.047619304402824,0.0057555738986643235,2.3022295594657294,3.7763734982107167,3.2653311117916437,4.086069426730177,3.9911521542346406,4.070137125362431,3.8868584047027155,3.659209703522226,2.09
1988-10-31,8610.85,112.56800000000112,9.060778314964836,0.01315901056201163,5.263604224804652,3.782916892135191,4.272117073742029,3.7648993900448957,4.321576386345072,4.203227499329643,4.240632425282748,4.058951632215457,1.23
1989-01-31,8697.711,86.86099999999897,9.070815166576615,0.010036851611779696,4.014740644711878,4.639172434758265,3.86019147632742,4.207772966484491,3.8148676409782922,4.2704370960728735,4.1763008058128195,4.21239595271139,0.6666666666666661
1989-04-30,8766.105,68.39400000000023,9.078647859004212,0.007832692427596655,3.133076971038662,3.57390880787527,4.1371406135183975,3.6784128500052304,3.992833767395325,3.701235862655021,4.107957078210843,4.0458978264660495,0.363333333333335
1989-07-31,8831.544,65.4390000000003,9.086085136749197,0.007437277744985593,2.9749110979942373,3.0539940345164496,3.374242904581593,3.8465832346373574,3.537712499603032,3.823179989161811,3.5974751819891946,3.966326330683767,0.263333333333334
1989-10-31,8850.23,18.685999999999694,9.08819872636484,0.002113589615643008,0.8454358462572031,1.9101734721257202,2.3178079717633677,2.742041140000495,3.2463537569613266,3.0889997240453937,3.397787968746867,3.2534702650226954,0.253333333333333
